"geneid","CpG_count"
"SPU_024476",13
"SPU_024485",13
"SPU_024486",10
"SPU_024487",9
"SPU_024488",21
"SPU_024491",45
"SPU_024494",57
"SPU_024495",4
"SPU_024496",3
"SPU_024508",1
"SPU_024509",7
"SPU_024517",2
"SPU_024518",79
"SPU_024519",6
"SPU_024523",4
"SPU_024524",6
"SPU_024526",25
"SPU_024532",4
"SPU_024533",14
"SPU_024547",10
"SPU_024564",5
"SPU_024565",2
"SPU_024575",45
"SPU_024576",4
"SPU_024586",2
"SPU_024600",14
"SPU_024613",3
"SPU_024614",2
"SPU_024615",1
"SPU_024617",1
"SPU_024621",3
"SPU_024623",5
"SPU_024626",5
"SPU_024629",2
"SPU_024637",2
"SPU_024645",5
"SPU_024652",5
"SPU_024660",13
"SPU_024665",22
"SPU_024670",11
"SPU_024671",83
"SPU_024676",7
"SPU_024688",11
"SPU_024695",49
"SPU_024698",9
"SPU_024702",4
"SPU_024708",51
"SPU_024709",20
"SPU_024710",197
"SPU_024741",3
"SPU_024752",4
"SPU_024755",2
"SPU_024764",1
"SPU_024765",1
"SPU_024768",2
"SPU_024771",44
"SPU_024776",5
"SPU_024779",47
"SPU_024780",3
"SPU_024785",8
"SPU_024786",3
"SPU_024787",2
"SPU_024805",4
"SPU_024811",1
"SPU_024822",2
"SPU_024826",3
"SPU_024827",17
"SPU_024837",9
"SPU_024838",1
"SPU_024839",5
"SPU_024857",1
"SPU_024858",12
"SPU_024860",4
"SPU_024881",17
"SPU_024886",11
"SPU_024894",1
"SPU_024896",124
"SPU_024901",3
"SPU_024903",14
"SPU_024904",15
"SPU_024908",2
"SPU_024909",3
"SPU_024911",4
"SPU_024912",15
"SPU_024913",51
"SPU_024924",2
"SPU_024938",14
"SPU_024941",1
"SPU_024946",5
"SPU_024958",23
"SPU_024967",2
"SPU_024969",18
"SPU_024970",5
"SPU_024971",2
"SPU_024972",1
"SPU_024973",14
"SPU_024988",1
"SPU_024989",53
"SPU_024990",29
"SPU_024991",71
"SPU_024993",5
"SPU_024996",1
"SPU_025002",1
"SPU_025004",6
"SPU_025007",14
"SPU_025010",2
"SPU_025014",5
"SPU_025017",406
"SPU_025018",141
"SPU_025019",4
"SPU_025030",2
"SPU_025038",6
"SPU_025046",2
"SPU_025048",3
"SPU_025055",10
"SPU_025057",3
"SPU_025058",9
"SPU_025059",5
"SPU_025072",7
"SPU_025073",8
"SPU_025077",8
"SPU_025078",16
"SPU_025081",2
"SPU_025084",6
"SPU_025085",6
"SPU_025086",4
"SPU_025094",6
"SPU_025096",19
"SPU_025098",4
"SPU_025100",30
"SPU_025106",14
"SPU_025108",1
"SPU_025110",14
"SPU_025116",24
"SPU_025118",2
"SPU_025120",4
"SPU_025123",5
"SPU_025129",5
"SPU_025132",2
"SPU_025142",4
"SPU_025145",112
"SPU_025147",2
"SPU_025152",12
"SPU_025165",1
"SPU_025166",3
"SPU_025167",3
"SPU_025168",2
"SPU_025169",185
"SPU_025178",2
"SPU_025179",9
"SPU_025193",1
"SPU_025194",13
"SPU_025195",53
"SPU_025196",12
"SPU_025198",16
"SPU_025207",1
"SPU_025210",1
"SPU_025222",17
"SPU_025229",25
"SPU_025247",39
"SPU_025248",3
"SPU_025250",5
"SPU_025259",44
"SPU_025261",1
"SPU_025266",5
"SPU_025274",5
"SPU_025277",2
"SPU_025278",3
"SPU_025280",2
"SPU_025287",12
"SPU_025289",4
"SPU_025292",99
"SPU_025293",2
"SPU_025297",5
"SPU_025299",17
"SPU_025300",8
"SPU_025301",5
"SPU_025302",45
"SPU_025304",8
"SPU_025316",12
"SPU_025324",2
"SPU_025326",5
"SPU_025345",13
"SPU_025350",1
"SPU_025352",2
"SPU_025354",71
"SPU_025355",3
"SPU_025356",123
"SPU_025357",2
"SPU_025360",2
"SPU_025362",4
"SPU_025365",4
"SPU_025380",6
"SPU_025407",134
"SPU_025410",2
"SPU_025411",4
"SPU_025419",4
"SPU_025420",1
"SPU_025425",5
"SPU_025428",2
"SPU_025433",2
"SPU_025435",1
"SPU_025437",5
"SPU_025439",3
"SPU_025443",1
"SPU_025468",4
"SPU_025473",21
"SPU_025482",3
"SPU_025486",14
"SPU_025493",3
"SPU_025497",1
"SPU_025499",1
"SPU_025501",84
"SPU_025502",2
"SPU_025507",10
"SPU_025509",4
"SPU_025512",4
"SPU_025515",38
"SPU_025517",12
"SPU_025518",3
"SPU_025519",2
"SPU_025520",1
"SPU_025524",1
"SPU_025525",4
"SPU_025539",1
"SPU_025541",9
"SPU_025542",18
"SPU_025545",1
"SPU_025554",55
"SPU_025555",2
"SPU_025556",35
"SPU_025557",44
"SPU_025558",1
"SPU_025569",5
"SPU_025573",8
"SPU_025575",10
"SPU_025578",15
"SPU_025580",1
"SPU_025584",6
"SPU_025595",2
"SPU_025611",2
"SPU_025614",3
"SPU_025618",30
"SPU_025632",2
"SPU_025635",5
"SPU_025654",3
"SPU_025657",2
"SPU_025661",22
"SPU_025666",13
"SPU_025672",3
"SPU_025676",3
"SPU_025678",12
"SPU_025681",28
"SPU_025682",12
"SPU_025691",4
"SPU_025693",7
"SPU_025700",1
"SPU_025705",1
"SPU_025709",1
"SPU_025714",3
"SPU_025717",7
"SPU_025727",4
"SPU_025732",5
"SPU_025735",4
"SPU_025745",16
"SPU_025746",27
"SPU_025750",2
"SPU_025755",3
"SPU_025759",4
"SPU_025763",147
"SPU_025768",6
"SPU_025770",4
"SPU_025777",1
"SPU_025779",31
"SPU_025780",18
"SPU_025788",4
"SPU_025790",4
"SPU_025793",6
"SPU_025803",8
"SPU_025805",4
"SPU_025809",6
"SPU_025815",7
"SPU_025817",13
"SPU_025829.b",7
"SPU_025831",11
"SPU_025833",5
"SPU_025835",25
"SPU_025837",15
"SPU_025842",1
"SPU_025845",2
"SPU_025859",23
"SPU_025860",16
"SPU_025863",6
"SPU_025868",20
"SPU_025869",5
"SPU_025871",3
"SPU_025876",10
"SPU_025903",9
"SPU_025906",8
"SPU_025911",11
"SPU_025916",1
"SPU_025917",5
"SPU_025920",5
"SPU_025924",4
"SPU_025936",1
"SPU_025941",2
"SPU_025947",6
"SPU_025957",415
"SPU_025959",4
"SPU_025960",10
"SPU_025962",2
"SPU_025963",131
"SPU_025975",35
"SPU_025978",2
"SPU_025982",8
"SPU_025983",5
"SPU_025986",9
"SPU_025997",3
"SPU_026005",8
"SPU_026006",34
"SPU_026009",9
"SPU_026011",7
"SPU_026014",2
"SPU_026015",10
"SPU_026025",11
"SPU_026033",7
"SPU_026039",1
"SPU_026041",2
"SPU_026042",2
"SPU_026047",5
"SPU_026049",4
"SPU_026056",1
"SPU_026064",5
"SPU_026075",12
"SPU_026076",15
"SPU_026077",2
"SPU_026083",17
"SPU_026089",52
"SPU_026094",1
"SPU_026099",21
"SPU_026101",4
"SPU_026115",10
"SPU_026116",12
"SPU_026118",1
"SPU_026119",1
"SPU_026125",10
"SPU_026127",46
"SPU_026131",23
"SPU_026146",6
"SPU_026147",8
"SPU_026151",9
"SPU_026152",1
"SPU_026153",55
"SPU_026154",4
"SPU_026156",1
"SPU_026157",3
"SPU_026159",1
"SPU_026161",47
"SPU_026162",10
"SPU_026163",72
"SPU_026165",19
"SPU_026169",24
"SPU_026170",40
"SPU_026171",6
"SPU_026177",3
"SPU_026179",9
"SPU_026182",8
"SPU_026183",1
"SPU_026187",3
"SPU_026193",2
"SPU_026199",1
"SPU_026202",8
"SPU_026203",17
"SPU_026205",1
"SPU_026233",11
"SPU_026244",4
"SPU_026245",35
"SPU_026249",5
"SPU_026256",1
"SPU_026261",9
"SPU_026262",3
"SPU_026273",5
"SPU_026274",103
"SPU_026277",32
"SPU_026280",4
"SPU_026281",10
"SPU_026284",6
"SPU_026291",39
"SPU_026292",29
"SPU_026294",3
"SPU_026295",6
"SPU_026304",5
"SPU_026306",6
"SPU_026309",140
"SPU_026315",29
"SPU_026318",2
"SPU_026322",35
"SPU_026329",5
"SPU_026330",4
"SPU_026331",1
"SPU_026332",5
"SPU_026334",8
"SPU_026335",9
"SPU_026336",32
"SPU_026338",188
"SPU_026345",5
"SPU_026349",17
"SPU_026353",20
"SPU_026354",20
"SPU_026362",2
"SPU_026371",20
"SPU_026376",6
"SPU_026379",4
"SPU_026388",1
"SPU_026395",2
"SPU_026405",7
"SPU_026408",4
"SPU_026409",19
"SPU_026410",3
"SPU_026411",1
"SPU_026433",19
"SPU_026437",6
"SPU_026438",4
"SPU_026445",19
"SPU_026454",1
"SPU_026455",6
"SPU_026458",27
"SPU_026459",6
"SPU_026460",44
"SPU_026463",5
"SPU_026466",6
"SPU_026468",20
"SPU_026472",8
"SPU_026481",14
"SPU_026483",2
"SPU_026494",44
"SPU_026495",31
"SPU_026497",1
"SPU_026503",3
"SPU_026507",7
"SPU_026508",1
"SPU_026512",2
"SPU_026520",42
"SPU_026524",1
"SPU_026527",4
"SPU_026539",8
"SPU_026541",1
"SPU_026543",1
"SPU_026545",2
"SPU_026549",2
"SPU_026550",13
"SPU_026551",14
"SPU_026553",3
"SPU_026557",10
"SPU_026562",17
"SPU_026565",10
"SPU_026573",5
"SPU_026575",25
"SPU_026589",12
"SPU_026597",3
"SPU_026599",4
"SPU_026604",15
"SPU_026606",5
"SPU_026607",1
"SPU_026613",2
"SPU_026616",2
"SPU_026617",1
"SPU_026623",1
"SPU_026629",40
"SPU_026644",3
"SPU_026649",14
"SPU_026650",6
"SPU_026651",21
"SPU_026662",69
"SPU_026663",4
"SPU_026665",5
"SPU_026679",9
"SPU_026686",7
"SPU_026687",22
"SPU_026689",7
"SPU_026696",32
"SPU_026720",3
"SPU_026721",35
"SPU_026723",6
"SPU_026727",4
"SPU_026739",42
"SPU_026748",50
"SPU_026751",12
"SPU_026766",5
"SPU_026767",4
"SPU_026768",2
"SPU_026772",1
"SPU_026776",18
"SPU_026778",4
"SPU_026785",60
"SPU_026786",82
"SPU_026790",9
"SPU_026794",11
"SPU_026795",7
"SPU_026797",21
"SPU_026798",30
"SPU_026800",3
"SPU_026807",5
"SPU_026811",7
"SPU_026815",3
"SPU_026820",3
"SPU_026822",1
"SPU_026825",1
"SPU_026827",1
"SPU_026833",104
"SPU_026836",13
"SPU_026840",25
"SPU_026843",3
"SPU_026844",3
"SPU_026848",5
"SPU_026852",7
"SPU_026857",8
"SPU_026871",6
"SPU_026873",4
"SPU_026888",17
"SPU_026892",10
"SPU_026897",3
"SPU_026898",2
"SPU_026915",22
"SPU_026920",6
"SPU_026926",3
"SPU_026927",3
"SPU_026928",2
"SPU_026931",10
"SPU_026933",3
"SPU_026935",2
"SPU_026945",5
"SPU_026949",18
"SPU_026951",4
"SPU_026952",1
"SPU_026958",15
"SPU_026968",1
"SPU_026970",46
"SPU_026982",14
"SPU_026986",7
"SPU_026987",2
"SPU_027001",18
"SPU_027006",1
"SPU_027007",4
"SPU_027010",1
"SPU_027011",9
"SPU_027013",16
"SPU_027020",4
"SPU_027025",96
"SPU_027046",3
"SPU_027047",4
"SPU_027055",4
"SPU_027064",3
"SPU_027071",2
"SPU_027090",7
"SPU_027091",5
"SPU_027092",6
"SPU_027093",2
"SPU_027094",10
"SPU_027095",9
"SPU_027096",5
"SPU_027097",18
"SPU_027098",9
"SPU_027099",117
"SPU_027111",6
"SPU_027116",6
"SPU_027118",2
"SPU_027120",9
"SPU_027130",5
"SPU_027133",19
"SPU_027136",11
"SPU_027140",66
"SPU_027143",4
"SPU_027145",2
"SPU_027152",8
"SPU_027153",3
"SPU_027169",19
"SPU_027170",40
"SPU_027183",6
"SPU_027189",1
"SPU_027196",5
"SPU_027197",5
"SPU_027198",6
"SPU_027202",15
"SPU_027207",2
"SPU_027212",56
"SPU_027213",4
"SPU_027214",14
"SPU_027215",22
"SPU_027216",4
"SPU_027223",3
"SPU_027230",7
"SPU_027235",6
"SPU_027236",5
"SPU_027237",1
"SPU_027240",3
"SPU_027241",10
"SPU_027242",3
"SPU_027245",6
"SPU_027279",1
"SPU_027283",14
"SPU_027287",6
"SPU_027308",5
"SPU_027316",2
"SPU_027320",5
"SPU_027326",6
"SPU_027332",5
"SPU_027333",6
"SPU_027337",8
"SPU_027338",33
"SPU_027341",36
"SPU_027343",7
"SPU_027344",13
"SPU_027349",3
"SPU_027351",4
"SPU_027362",3
"SPU_027363",23
"SPU_027368",1
"SPU_027369",18
"SPU_027370",11
"SPU_027371",52
"SPU_027374",23
"SPU_027375",33
"SPU_027377",23
"SPU_027385",20
"SPU_027387",40
"SPU_027388",3
"SPU_027393",14
"SPU_027394",4
"SPU_027396",76
"SPU_027400",5
"SPU_027401",1
"SPU_027404",7
"SPU_027405",14
"SPU_027409",9
"SPU_027415",5
"SPU_027423",2
"SPU_027433",16
"SPU_027434",44
"SPU_027435",29
"SPU_027436",42
"SPU_027437",9
"SPU_027441",7
"SPU_027442",3
"SPU_027443",24
"SPU_027446",10
"SPU_027448",8
"SPU_027457",8
"SPU_027472",4
"SPU_027480",1
"SPU_027492",5
"SPU_027495",9
"SPU_027497",8
"SPU_027498",9
"SPU_027502",5
"SPU_027503",44
"SPU_027506",2
"SPU_027511",5
"SPU_027513",3
"SPU_027518",21
"SPU_027523",9
"SPU_027524",10
"SPU_027525",1
"SPU_027528",12
"SPU_027532",2
"SPU_027544",24
"SPU_027548",34
"SPU_027554",10
"SPU_027555",4
"SPU_027557",49
"SPU_027561",23
"SPU_027565",3
"SPU_027566",10
"SPU_027572",3
"SPU_027576",29
"SPU_027577",4
"SPU_027580",3
"SPU_027582",1
"SPU_027585",2
"SPU_027587",6
"SPU_027591",3
"SPU_027592",1
"SPU_027597",2
"SPU_027607",7
"SPU_027608",2
"SPU_027609",140
"SPU_027615",3
"SPU_027618",24
"SPU_027625",18
"SPU_027627",12
"SPU_027628",34
"SPU_027631",5
"SPU_027633",35
"SPU_027634",2
"SPU_027635",12
"SPU_027637",19
"SPU_027638",10
"SPU_027647",55
"SPU_027649",2
"SPU_027650",5
"SPU_027651",14
"SPU_027661",1
"SPU_027662",3
"SPU_027672",2
"SPU_027673",5
"SPU_027677",36
"SPU_027682",2
"SPU_027685",7
"SPU_027697",19
"SPU_027702",4
"SPU_027703",7
"SPU_027715",25
"SPU_027716",19
"SPU_027722",3
"SPU_027727",1
"SPU_027728",1
"SPU_027731",11
"SPU_027740",19
"SPU_027741",1
"SPU_027746",3
"SPU_027748",22
"SPU_027756",62
"SPU_027758",289
"SPU_027772",6
"SPU_027774",1
"SPU_027787",1
"SPU_027789",6
"SPU_027796",4
"SPU_027797",4
"SPU_027808",3
"SPU_027811",45
"SPU_027818",7
"SPU_027825",2
"SPU_027836",10
"SPU_027843",3
"SPU_027849",8
"SPU_027852",42
"SPU_027857",60
"SPU_027862",12
"SPU_027863",1
"SPU_027870",4
"SPU_027877",7
"SPU_027881",5
"SPU_027882",2
"SPU_027884",35
"SPU_027888",3
"SPU_027889",2
"SPU_027890",8
"SPU_027898",2
"SPU_027899",12
"SPU_027911",4
"SPU_027912",2
"SPU_027915",14
"SPU_027923",3
"SPU_027926",2
"SPU_027929",17
"SPU_027935",88
"SPU_027948",2
"SPU_027949",3
"SPU_027956",26
"SPU_027967",16
"SPU_027987",8
"SPU_027995",14
"SPU_028007",59
"SPU_028009",5
"SPU_028013",4
"SPU_028017",4
"SPU_028023",5
"SPU_028024",10
"SPU_028025",14
"SPU_028036",23
"SPU_028039",2
"SPU_028040",12
"SPU_028044",2
"SPU_028046",3
"SPU_028048",3
"SPU_028049",11
"SPU_028053",2
"SPU_028055",2
"SPU_028068",14
"SPU_028072",16
"SPU_028085",35
"SPU_028089",6
"SPU_028091",23
"SPU_028092",24
"SPU_028094",6
"SPU_028095",51
"SPU_028097",10
"SPU_028098",31
"SPU_028100",4
"SPU_028108",32
"SPU_028118",4
"SPU_028124",10
"SPU_028126",6
"SPU_028129",3
"SPU_028138",91
"SPU_028144",9
"SPU_028147",42
"SPU_028159",2
"SPU_028162",1
"SPU_028173",1
"SPU_028174",31
"SPU_028175",23
"SPU_028181",4
"SPU_028183",5
"SPU_028187",32
"SPU_028188",12
"SPU_028189",12
"SPU_028190",2
"SPU_028192",10
"SPU_028194",14
"SPU_028195",7
"SPU_028197",80
"SPU_028198",17
"SPU_028202",5
"SPU_028214",21
"SPU_028216",4
"SPU_028219",3
"SPU_028220",6
"SPU_028230",28
"SPU_028232",35
"SPU_028236",2
"SPU_028248",8
"SPU_028249",11
"SPU_028253",1
"SPU_028260",1
"SPU_028273",4
"SPU_028289",4
"SPU_028294",1
"SPU_028295",4
"SPU_028301",1
"SPU_028310",17
"SPU_028315",9
"SPU_028316",12
"SPU_028318",4
"SPU_028355",1
"SPU_028357",8
"SPU_028360",5
"SPU_028368",5
"SPU_028369",13
"SPU_028370",3
"SPU_028373",3
"SPU_028384",7
"SPU_028390",9
"SPU_028400",3
"SPU_028401",11
"SPU_028402",11
"SPU_028403",20
"SPU_028409",6
"SPU_028410",4
"SPU_028412",45
"SPU_028416",4
"SPU_028422",19
"SPU_028428",6
"SPU_028431",5
"SPU_028438",4
"SPU_028444",5
"SPU_028449",20
"SPU_028451",6
"SPU_028455",15
"SPU_028456",310
"SPU_028458",3
"SPU_028460",68
"SPU_028463",8
"SPU_028470",4
"SPU_028474",28
"SPU_028477",1
"SPU_028483",3
"SPU_028487",7
"SPU_028494",8
"SPU_028501",81
"SPU_028504",1
"SPU_028511",2
"SPU_028512",14
"SPU_028518",51
"SPU_028535",85
"SPU_028539",10
"SPU_028545",7
"SPU_028555",1
"SPU_028559",9
"SPU_028560",1
"SPU_028561",1
"SPU_028567",1
"SPU_028571",3
"SPU_028572",4
"SPU_028574",29
"SPU_028575",7
"SPU_028584",8
"SPU_028585",1
"SPU_028588",1
"SPU_028606",19
"SPU_028607",18
"SPU_028609",4
"SPU_028611",2
"SPU_028614",3
"SPU_028615",2
"SPU_028616",1
"SPU_028623",3
"SPU_028634",4
"SPU_028637",7
"SPU_028638",13
"SPU_028649",3
"SPU_028663",5
"SPU_028665",5
"SPU_028680",5
"SPU_028681",4
"SPU_028684",7
"SPU_028687",5
"SPU_028690",5
"SPU_028704",9
"SPU_028708",13
"SPU_028710",37
"SPU_028711",24
"SPU_028712",19
"SPU_028717",1
"SPU_028720",8
"SPU_028726",4
"SPU_028727",8
"SPU_028728",2
"SPU_028733",2
"SPU_028734",39
"SPU_028737",2
"SPU_028738",1
"SPU_028741",39
"SPU_028743",10
"SPU_028745",32
"SPU_028747",27
"SPU_028748",5
"SPU_028750",4
"SPU_028753",1
"SPU_028757",16
"SPU_028762",2
"SPU_028777",5
"SPU_028780",92
"SPU_028781",9
"SPU_028790",7
"SPU_028791",15
"SPU_028799",66
"SPU_028803",3
"SPU_028807",27
"SPU_028821",1
"SPU_028826",2
"SPU_028829",10
"SPU_028833",3
"SPU_028838",35
"SPU_028839",12
"SPU_028846",9
"SPU_028847",12
"SPU_028850",2
"SPU_028852",10
"SPU_028856",18
"SPU_028857",15
"SPU_028861",2
"SPU_028862",2
"SPU_028863",15
"SPU_028864",11
"SPU_028865",28
"SPU_028875",38
"SPU_028883",1
"SPU_028888",24
"SPU_028896",8
"SPU_028897",6
"SPU_028912",108
"SPU_028914",11
"SPU_028918",5
"SPU_028920",2
"SPU_028921",2
"SPU_028923",7
"SPU_028926",7
"SPU_028931",1
"SPU_028934",7
"SPU_028935",42
"SPU_030001",11
"SPU_030054",23
"SPU_030060",3
"SPU_030061",5
"SPU_030066",10
"SPU_030082",5
"SPU_030084",11
"SPU_030098",3
"SPU_030124",4
"SPU_030125",5
"SPU_030139",8
"SPU_030148",49
"SPU_030150",2
"SPU_030188",7
"SPU_030192",7
"SPU_030195",1
"SPU_030197",3
"SPU_030198",1
"SPU_030203",5
"SPU_030222",4
"SPU_030225",7
"SPU_030226",5
"SPU_030230",11
"SPU_030231",3
"SPU_030232",4
"SPU_030236",7
